Protein_Id	Gene_Symbol	Description	Group_ID	Number_of_peptides	Collapsed	Parsimony	default~ratios0 sum	TMTPro126	TMTPro128C	TMTPro129N	TMTPro130C	TMTPro131N	TMTPro131C	TMTPro133C	TMTPro134N	default~ratios9 sum
KY21.Chr13.253.v1.SL1-1			167	29	C	UR	0	4.01674	2.8252	4.02968	2.97723	3.41487	3.25056	4.3114	4.17439	0
KY21.Chr5.918.v1.ND1-1			168	3	C	UR	0	0.30814	0.226424	0.37437	0.36048	0.41297	0.32917	0.49241	0.49605	0
KY21.Chr9.435.v1.nonSL1-1			169	40	C	UR	0	5.10793	4.45754	5.42962	4.68591	5.30366	4.86265	5.57295	4.57967	0
KY21.Chr6.39.v1.SL1-1			170	31	C	UR	0	4.367	3.68191	4.27891	2.90157	3.31818	3.22365	4.48181	4.74703	0
KY21.Chr1.1481.v1.ND1-1			171	6	C	UR	0	0.89139	0.702209	0.87128	0.629995	0.76776	0.702838	0.736174	0.698369	0
KY21.Chr9.1136.v1.SL1-1			172	424	C	UR	0	3.0735	2.58228	4.58727	1.95301	4.16568	23.9428	127.187	256.508	0
KY21.UAContig8.32.v1.SL1-1			173	8	C	UR	0	0.517964	0.39417	0.523291	0.560353	1.11566	1.23742	1.79529	1.85584	0
KY21.Chr2.496.v1.SL1-1			174	31	C	UR	0	4.06246	3.53456	3.97966	3.16494	3.65307	3.33056	4.24815	5.02662	0
sp|P07476|INVO_HUMAN_contaminant	IVL	Involucrin OS=Homo sapiens GN=IVL PE=1 SV=2	174	1	C	UR	0	0.12886	0.11268	0.12053	0.1167	0.12683	0.1194	0.14339	0.1316	0
KY21.Chr3.704.v1.SL1-1			175	2	C	UR	0	0.26133	0.206111	0.23999	0.26928	0.25279	0.23929	0.27209	0.25911	0
KY21.Chr5.929.v2.ND2-1			176	10	C	UR	0	0.921277	0.869794	1.0917	1.09441	1.42171	1.36638	1.59805	1.63666	0
KY21.Chr8.579.v1.ND1-1			177	2	C	UR	0	0.00070314	0.0150532	0.00071085	0.00065587	0.0135799	0.0256698	0.32414	1.61948	0
KY21.Chr10.169.v1.SL3-6			178	63	C	UR	0	8.85474	7.62762	8.61601	6.74847	7.89639	6.88658	8.58963	7.7806	0
KY21.Chr9.447.v1.SL1-1			179	5	C	UR	0	0.233284	0.205657	0.297042	0.60471	0.96562	0.89493	0.95294	0.84581	0
KY21.Chr8.1105.v1.ND1-1			180	3	C	UR	0	0.234912	0.231434	0.303851	0.48062	0.47399	0.46708	0.45817	0.349958	0
KY21.Chr11.1139.v2.ND3-1			181	13	C	UR	0	1.60182	1.38977	1.5777	1.418	1.71173	1.62576	1.89708	1.77812	0
sp|P14923|PLAK_HUMAN_contaminant	JUP	Junction plakoglobin OS=Homo sapiens GN=JUP PE=1 SV=3	182	8	C	UR	0	1.49113	0.780391	1.28221	1.00857	0.546305	0.766608	1.34183	0.782948	0
KY21.Chr9.48.v1.SL1-3			182	15	C	UR	0	1.08811	1.18771	1.07387	1.20213	2.08896	2.13186	3.07413	3.15323	0
KY21.Chr3.1243.v1.nonSL1-1			183	15	C	UR	0	1.85029	2.64963	1.99079	1.67366	1.94741	1.78165	1.75459	1.35195	0
KY21.Chr13.410.v1.SL1-1			184	25	C	UR	0	2.72031	2.34816	2.77169	2.74861	3.3178	3.24717	4.23438	3.61182	0
KY21.Chr1.1854.v1.SL2-1			185	1	C	UR	0	0.18829	0.16674	0.11854	0.13169	0.16149	0.14573	0.087439	0.000088321	0
KY21.Chr8.1258.v1.SL1-1			186	48	C	UR	0	4.84635	4.27369	5.65535	5.5259	6.59592	6.0257	7.81364	7.26331	0
KY21.Chr2.1305.v1.SL1-1			187	3	C	UR	0	0.56486	0.444455	0.49239	0.311443	0.291366	0.217669	0.294257	0.383547	0
KY21.Chr1.431.v1.SL1-1			188	15	C	UR	0	1.00848	0.957843	1.46591	2.09682	2.96098	2.54412	2.29489	1.67096	0
KY21.Chr13.277.v1.ND1-1			189	6	C	UR	0	0.648169	0.533159	0.646158	0.624392	0.742291	0.69253	1.10954	1.00379	0
KY21.Chr13.279.v1.SL1-1			189	5	C	UR	0	0.630702	0.521788	0.626856	0.571558	0.76882	0.76837	0.595725	0.516186	0
KY21.Chr13.280.v1.SL1-1			189	1	C	UR	0	0.098233	0.082702	0.094562	0.1979	0.24396	0.19964	0.043168	0.039838	0
KY21.Chr13.278.v1.ND1-1			189	12	C	UR	0	1.25386	1.07999	1.27208	1.76112	2.49895	2.17555	1.06032	0.898138	0
KY21.Chr7.1155.v1.SL1-1			190	1	C	UR	0	0.086149	0.054358	0.085871	0.091307	0.13866	0.14434	0.1924	0.20691	0
KY21.Chr1.941.v1.SL2-1			190	13	C	UR	0	0.938602	0.742057	1.32088	1.42736	2.09886	1.92285	2.22672	2.32263	0
KY21.Chr12.455.v1.SL1-1			190	21	C	UR	0	3.13424	2.6623	3.15013	3.80563	3.0517	2.13201	1.68291	1.38108	0
KY21.Chr1.1716.v1.nonSL12-1			190	2	C	UR	0	0.067249	0.058537	0.073697	0.123308	0.2761	0.35877	0.51478	0.52756	0
KY21.Chr5.1058.v1.ND1-1			190	4	C	UR	0	0.42098	0.345828	0.452842	0.4756	0.56743	0.56135	0.62151	0.55444	0
KY21.Chr2.1219.v1.SL1-1			190	6	C	UR	0	0.400026	0.345024	0.495845	0.662997	0.89482	0.93253	1.17208	1.09668	0
KY21.Chr5.746.v1.SL1-1			190	5	C	UR	0	0.295234	0.313059	0.586887	0.499749	0.67943	0.68202	1.01974	0.92385	0
KY21.Chr3.1605.v1.nonSL3-1			190	5	C	UR	0	0.528772	0.653187	0.569714	0.71856	0.86055	0.629773	0.56141	0.478029	0
KY21.Chr4.1121.v2.SL1-1			190	13	C	UR	0	1.34158	1.12427	1.52133	1.30505	1.53755	1.7005	2.34374	2.12602	0
KY21.Chr9.702.v1.SL1-1			190	21	C	UR	0	2.25967	2.09437	2.39471	2.38375	2.89675	2.93475	3.17844	2.85755	0
KY21.Chr4.747.v1.SL1-1			190	7	C	UR	0	0.90981	0.774824	0.92575	0.85475	0.96944	0.777836	0.93063	0.85695	0
KY21.Chr1.71.v1.SL1-1			190	2	C	UR	0	0.0270257	0.031319	0.0538969	0.0825648	0.29335	0.40244	0.5243	0.5851	0
KY21.Chr6.38.v2.ND1-2			190	5	C	UR	0	0.64054	0.558936	0.68085	0.602943	0.72954	0.61187	0.65245	0.522859	0
KY21.Chr1.2221.v1.ND1-1			190	1	C	UR	0	0.094861	0.077032	0.1019	0.12148	0.15569	0.12548	0.15996	0.1636	0
KY21.Chr1.2114.v1.ND1-1			190	1	C	UR	0	0.2794	0.27343	0.3315	0.018325	0.042724	0.027198	0.027254	0.0001756	0
KY21.Chr4.11.v1.SL3-1			191	20	C	UR	0	2.67352	2.27449	2.6692	2.27412	2.51749	2.23513	2.79206	2.56405	0
KY21.Chr10.921.v1.SL1-1			191	26	C	UR	0	2.80521	2.47757	3.04623	2.86404	3.64597	3.42079	4.13787	3.60229	0
KY21.Chr7.462.v1.nonSL5-1			192	7	C	UR	0	0.80832	0.616541	0.832288	0.90211	1.00796	0.85477	1.02151	0.95651	0
KY21.UAContig44.7.v1.ND1-1			193	15	C	UR	0	1.48471	1.20804	1.36415	1.02988	1.68563	2.16997	3.03014	3.02748	0
KY21.Chr13.363.v1.SL1-1			194	14	C	UR	0	2.15189	1.85373	1.89111	1.38269	1.62229	1.44928	1.89769	1.75134	0
KY21.Chr14.816.v1.nonSL1-1			195	1	C	UR	0	0.8722	0.082867	0.00013705	0.00021525	0.00021699	0.00015513	0.010544	0.033664	0
KY21.Chr8.786.v1.nonSL1-1			196	5	C	UR	0	0.69013	0.62909	0.65805	0.549583	0.60752	0.566279	0.656967	0.64241	0
KY21.Chr2.537.v1.nonSL1-1			197	47	C	UR	0	0.368399	0.455986	0.814833	0.773462	3.09539	8.09388	15.3599	18.0381	0
KY21.Chr11.1071.v2.SL1-4			198	63	C	UR	0	6.93287	5.82934	6.93553	6.10959	7.04267	7.28829	11.1465	11.7153	0
KY21.Chr11.1071.v4.SL1-6			198	2	C	UR	0	0.0072183	0.0085401	0.032203	0.0138587	0.028342	0.181694	0.69489	1.03325	0
KY21.Chr7.739.v1.SL2-1			198	6	C	UR	0	0.388318	0.365603	0.598632	0.365238	0.666968	1.00711	1.31182	1.29631	0
KY21.Chr10.982.v2.SL2-1			199	44	C	UR	0	4.74484	4.40203	5.23469	4.92195	6.40007	5.55855	6.70625	6.03174	0
KY21.Chr2.165.v1.nonSL2-1			200	33	C	UR	0	3.93391	3.01015	3.6625	3.88172	4.42429	3.85261	5.42984	4.80502	0
KY21.Chr5.460.v1.SL1-1			201	5	C	UR	0	0.65199	0.446341	0.64715	0.533885	0.66959	0.556415	0.698573	0.79606	0
KY21.Chr5.807.v1.ND1-2			202	10	C	UR	0	0.985889	0.890983	1.11861	1.06511	1.78354	1.15196	1.70118	1.30276	0
KY21.Chr3.180.v1.SL1-1			203	15	C	UR	0	1.44772	1.21841	1.66474	1.52928	2.0626	1.89204	2.49721	2.68795	0
KY21.Chr7.491.v2.nonSL14-1			204	5	C	UR	0	0.0450467	0.0294729	0.224069	0.105489	0.62144	0.80965	1.33628	1.82855	0
KY21.Chr7.447.v1.SL1-1			205	32	C	UR	0	3.83932	3.29447	3.79968	3.60063	4.06925	3.70254	4.90425	4.78979	0
KY21.Chr11.908.v2.nonSL2-1			206	8	C	UR	0	0.81611	0.740787	0.95219	0.95958	1.09663	1.05098	1.27449	1.10924	0
KY21.Chr12.840.v1.SL1-1			206	1	C	UR	0	0.11032	0.09531	0.12637	0.10619	0.1331	0.13031	0.14639	0.15201	0
KY21.Chr8.728.v1.SL1-1			207	7	C	UR	0	0.434736	0.322174	0.357324	0.236921	0.58825	0.829273	1.80337	2.42794	0
KY21.Chr3.1460.v1.SL1-1			208	47	C	UR	0	5.49614	4.47515	5.44411	5.1129	5.81637	5.86238	7.6294	7.1635	0
KY21.Chr4.676.v1.SL2-1			209	1	C	UR	0	0.080525	0.068623	0.086041	0.0213	0.068577	0.10985	0.30656	0.25852	0
KY21.Chr10.547.v1.SL1-1			210	17	C	UR	0	1.88502	1.65965	1.95209	2.05793	2.3815	2.35565	2.46759	2.2406	0
KY21.Chr6.202.v1.SL4-1			211	4	C	UR	0	0.348086	0.331665	0.393978	0.54057	0.61087	0.56384	0.669	0.54197	0
KY21.Chr14.271.v1.SL2-2			212	19	C	UR	0	1.57621	1.42806	1.63422	1.90057	2.80634	2.91365	3.54425	3.19672	0
KY21.Chr4.975.v1.nonSL2-1			213	14	C	UR	0	1.15801	1.07561	1.36233	1.65568	2.08229	2.18768	2.35307	2.12534	0
KY21.Chr14.736.v1.SL1-1			214	39	C	UR	0	4.35328	3.88545	4.42195	4.53521	5.30949	4.64063	6.19626	5.65774	0
KY21.Chr11.1230.v1.SL1-1			215	34	C	UR	0	4.8119	3.86901	4.55743	3.37176	3.97478	3.59062	4.99677	4.82767	0
KY21.Chr6.161.v1.nonSL1-1			216	14	C	UR	0	3.09577	1.54156	1.63799	1.4787	1.6796	1.36094	1.69515	1.51029	0
KY21.Chr6.357.v1.SL1-1			217	2	C	UR	0	0.187704	0.23612	0.38456	0.29738	0.2675	0.20657	0.24518	0.174986	0
KY21.Chr9.326.v1.nonSL3-1			218	37	C	UR	0	4.35485	3.94162	4.80593	4.73132	5.40733	4.47243	5.02037	4.26614	0
KY21.Chr1.1174.v1.SL1-1			219	54	C	UR	0	7.59378	6.33542	6.9233	6.58115	7.34491	6.51188	6.62064	6.08894	0
KY21.Chr7.918.v1.SL1-1			220	2	C	UR	0	0.184841	0.161252	0.21632	0.25648	0.31855	0.2789	0.29318	0.29048	0
KY21.Chr2.1479.v1.SL1-1			221	18	C	UR	0	1.85248	1.80202	2.30629	2.15842	2.40053	2.05023	2.81442	2.61568	0
KY21.Chr8.536.v3.SL1-2			222	27	C	UR	0	2.21963	1.96557	2.84663	3.22841	4.01289	3.94413	4.58764	4.19512	0
KY21.Chr3.762.v1.SL1-1			223	98	C	UR	0	14.1709	10.5681	12.1389	9.72334	11.0483	10.8198	15.0931	14.4374	0
KY21.Chr1.655.v1.ND1-2			224	9	C	UR	0	1.21838	1.04017	1.12176	1.15901	1.31818	1.07925	1.10367	0.959583	0
KY21.Chr9.384.v1.SL5-1			225	10	C	UR	0	1.47959	1.29423	1.40258	1.1754	1.10582	0.974189	1.34325	1.22489	0
KY21.Chr6.37.v1.SL1-1			226	40	C	UR	0	5.74706	5.06876	5.69464	4.04556	4.54414	4.16037	5.75872	4.98078	0
KY21.Chr9.615.v1.SL1-1			227	1	C	UR	0	0.012179	0.011231	0.019036	0.019082	0.04122	0.13953	0.33246	0.42525	0
KY21.Chr1.1433.v1.nonSL1-1			228	7	C	UR	0	0.550047	0.497937	0.717626	0.90732	1.12325	1.15693	1.02148	1.02539	0
KY21.Chr1.1128.v2.SL3-1			229	7	C	UR	0	0.697508	0.81967	0.83726	0.769533	0.842364	0.90437	1.04617	1.08313	0
KY21.Chr3.805.v1.ND1-1			230	4	C	UR	0	0.55993	0.59682	0.68579	0.67553	0.8218	0.412154	0.216304	0.0316564	0
KY21.Chr3.1516.v1.ND1-1			231	26	C	UR	0	3.13089	2.53916	3.16394	2.9929	3.53107	3.13068	3.87998	3.63135	0
KY21.Chr2.220.v1.SL2-1			231	18	C	UR	0	2.16728	1.87129	2.20918	2.11778	2.32225	1.95264	2.70544	2.65414	0
KY21.Chr3.1515.v2.SL2-1			231	22	C	UR	0	2.78397	2.16941	2.81136	2.19577	2.883	2.54395	3.47558	3.13692	0
KY21.Chr7.706.v1.SL1-2			231	7	C	UR	0	0.666071	0.544439	0.7661	0.8231	1.00559	0.96823	1.15423	1.07226	0
KY21.Chr2.224.v1.nonSL5-6			231	31	C	UR	0	4.12651	3.08233	3.88745	3.45753	4.10933	3.66022	4.44641	4.23021	0
KY21.Chr4.251.v3.ND1-1			232	20	C	UR	0	2.55522	2.24293	2.58706	2.24256	2.47902	2.32577	2.91513	2.65235	0
KY21.Chr3.934.v1.nonSL4-1			233	46	C	UR	0	5.11543	4.32409	5.22242	4.91646	5.69096	5.02415	7.03845	6.66809	0
KY21.Chr9.411.v1.SL1-1			234	40	C	UR	0	5.29615	4.45454	5.08713	4.8507	5.47324	5.15591	5.23618	4.44603	0
KY21.Chr5.374.v1.SL1-1			235	11	C	UR	0	1.71725	1.41205	1.66466	1.41709	1.51037	1.32775	1.00348	0.947355	0
KY21.Chr8.1368.v1.nonSL6-1			236	42	C	UR	0	3.28818	3.00146	3.59049	2.90012	4.23759	6.02118	9.3658	9.59517	0
KY21.Chr1.1891.v1.nonSL2-1			237	33	C	UR	0	4.45901	3.50524	4.09843	3.42978	3.9031	3.78921	5.14378	4.67146	0
KY21.Chr1.84.v1.SL1-1			238	13	C	UR	0	1.46441	1.31185	1.49191	1.58397	1.71582	1.64651	1.93283	1.85269	0
KY21.Chr6.597.v1.SL1-1			239	17	C	UR	0	0.0287429	0.0387855	0.114545	0.0959881	1.18418	3.87731	6.50285	5.15759	0
KY21.Chr12.799.v1.SL3-1			240	23	C	UR	0	2.09628	1.66245	2.3529	2.14749	2.96857	2.80642	4.59539	4.37043	0
KY21.Chr7.970.v1.SL1-1			241	28	C	UR	0	3.05104	2.50257	3.09841	2.92232	3.65518	3.42027	5.61869	3.73162	0
KY21.Chr3.4.v2.SL1-1			242	48	C	UR	0	5.92568	4.74088	5.69825	4.9439	5.55152	5.00931	8.21399	7.91645	0
KY21.Chr11.766.v2.SL2-2			243	33	C	UR	0	2.79836	2.24768	2.75297	2.91901	3.80249	4.9982	7.15714	6.32412	0
KY21.Chr12.5.v1.SL1-1			244	1	C	UR	0	0.12199	0.092587	0.13594	0.10908	0.14824	0.10939	0.13847	0.1443	0
KY21.Chr4.280.v1.nonSL2-1			245	17	C	UR	0	2.19392	1.89428	2.17007	1.89628	2.1981	1.95936	2.46205	2.22593	0
KY21.Chr4.49.v1.SL1-1			246	11	C	UR	0	1.14862	1.0621	1.37382	1.43119	1.67107	1.47917	1.55379	1.28022	0
KY21.Chr6.604.v2.SL1-2			246	14	C	UR	0	1.71637	1.43973	1.68405	1.58795	1.9554	1.74349	2.06727	1.80576	0
KY21.Chr14.685.v1.SL1-1			247	28	C	UR	0	2.56181	2.2546	2.96885	3.08283	3.76075	3.83355	4.74541	4.79211	0
KY21.Chr1.2170.v1.SL1-1			248	5	C	UR	0	0.515234	0.391285	0.566918	0.46289	0.65314	0.61858	0.88023	0.91172	0
KY21.Chr1.584.v1.SL1-1			248	5	C	UR	0	0.273463	0.198786	0.410821	0.626591	0.81084	0.70254	0.99402	0.98295	0
KY21.Chr12.733.v1.nonSL1-1			249	97	C	UR	0	11.4504	8.22128	8.51153	7.73247	9.14721	10.5811	18.8432	22.5127	0
KY21.Chr3.341.v1.ND1-1			250	98	C	UR	0	12.9202	11.375	12.1972	11.0695	12.6679	11.0892	13.8222	12.8588	0
KY21.Chr14.701.v2.SL1-2			251	26	C	UR	0	3.40071	2.86656	3.26275	2.91731	3.19811	2.97276	3.71719	3.66458	0
KY21.Chr3.358.v5.SL2-1			252	66	C	UR	0	7.15752	6.01367	7.10933	7.31601	7.95825	8.73499	11.0518	10.6584	0
KY21.Chr3.358.v3.SL2-1			252	3	C	UR	0	0.228217	0.158353	0.184721	0.161825	0.208016	0.48691	0.74593	0.82602	0
KY21.Chr2.109.v1.nonSL4-1			253	6	C	UR	0	0.86566	0.70702	0.79985	0.84919	0.91469	0.76092	0.645581	0.457086	0
KY21.Chr2.553.v2.SL1-2			254	5	C	UR	0	0.429417	0.397343	0.558813	0.907039	0.98021	0.94465	0.408667	0.373867	0
KY21.Chr3.920.v1.SL4-1			255	1	C	UR	0	0.16543	0.16953	0.17996	0.15859	0.12801	0.072665	0.077458	0.048346	0
KY21.Chr12.99.v1.SL1-1			256	19	C	UR	0	2.01038	1.61189	1.99994	2.01786	2.36818	2.41183	3.38153	3.1984	0
KY21.Chr8.458.v1.SL1-1			257	5	C	UR	0	0.509211	0.422081	0.539485	0.67322	0.78992	0.7057	0.72253	0.63785	0
KY21.Chr14.572.v1.SL1-1			258	20	C	UR	0	2.04888	1.74005	2.167	2.28297	2.69144	2.63542	3.31056	3.12368	0
KY21.Chr5.224.v1.SL1-1			259	7	C	UR	0	0.554852	0.459456	0.583261	0.69065	0.92109	0.92751	1.2642	1.59895	0
KY21.Chr1.568.v1.SL2-1			260	6	C	UR	0	0.327977	0.18854	0.384901	0.556233	0.86358	1.0458	1.25509	1.37786	0
KY21.Chr9.157.v1.SL1-1			261	34	C	UR	0	4.16384	3.50578	4.21982	4.35498	4.97896	4.28365	4.59001	3.90293	0
KY21.Chr6.159.v1.nonSL7-1			262	57	C	UR	0	7.69876	6.39936	7.49636	6.67454	7.65168	7.22468	7.32941	6.52522	0
KY21.Chr5.216.v4.nonSL4-2			263	13	C	UR	0	0.968853	0.575	1.28109	1.39235	1.8001	1.81505	2.38602	2.78151	0
KY21.Chr12.1080.v1.SL1-1			264	6	C	UR	0	0.66355	0.587726	0.664895	0.88028	0.90056	0.80047	0.808748	0.693778	0
KY21.Chr11.5.v1.SL2-1			265	33	C	UR	0	4.412	3.7042	4.22514	3.90896	4.35447	3.95836	4.33341	4.10341	0
KY21.Chr10.462.v1.SL1-1			266	14	C	UR	0	1.52549	1.26102	1.47223	1.50851	1.90783	1.85518	2.33865	2.13111	0
KY21.Chr8.1214.v1.nonSL13-1			267	20	C	UR	0	2.58238	1.98145	2.617	2.45887	2.84573	2.42732	2.5596	2.52765	0
KY21.Chr8.724.v2.nonSL5-1			268	20	C	UR	0	2.51747	2.29358	2.88572	2.43368	2.61038	2.31291	2.57358	2.37267	0
KY21.Chr3.1520.v1.SL1-1			269	8	C	UR	0	0.886562	0.696403	0.841874	0.867688	1.10032	0.95246	1.3582	1.29649	0
KY21.Chr10.292.v1.ND1-1			270	48	C	UR	0	8.02104	6.67887	7.08216	6.02338	5.90677	4.6794	4.9564	4.65205	0
KY21.Chr4.57.v4.ND1-2			271	4	C	UR	0	0.49037	0.424273	0.52381	0.43693	0.52435	0.50158	0.59523	0.50345	0
KY21.Chr8.456.v1.ND1-3			272	13	C	UR	0	0.251871	0.224455	0.358541	0.722065	1.79451	2.85774	3.60426	3.18657	0
KY21.Chr10.477.v1.SL1-1			273	18	C	UR	0	0.941163	1.0319	1.7247	2.26674	3.18418	2.77042	3.24629	2.83457	0
KY21.Chr1.1790.v1.SL1-1			274	41	C	UR	0	5.43511	4.51106	5.20923	4.65999	5.48686	4.99856	5.34033	5.35889	0
KY21.Chr4.186.v1.SL1-1			274	4	C	UR	0	0.0043887	0.0132375	0.025556	0.0572143	0.62633	0.89098	1.09471	1.2876	0
KY21.Chr1.1089.v1.SL1-1			275	12	C	UR	0	1.45689	1.14763	1.54993	1.48001	1.59574	1.41341	1.71192	1.64451	0
KY21.Chr3.173.v1.ND1-1			277	170	C	UR	0	22.7802	19.0428	22.6109	19.1666	21.8535	19.1175	23.7312	21.6972	0
KY21.Chr2.687.v1.SL2-4			278	12	C	UR	0	1.54571	1.37301	1.84383	1.42019	1.71151	1.54283	1.20993	1.35304	0
KY21.Chr2.518.v1.nonSL1-1			279	14	C	UR	0	2.20413	1.9489	1.93289	1.42976	1.63603	1.31032	1.91351	1.62444	0
KY21.Chr3.359.v1.nonSL4-1			280	18	C	UR	0	1.72644	1.55403	1.99703	1.89744	2.30444	2.38756	3.20548	2.92759	0
KY21.Chr10.220.v1.nonSL4-1			281	27	C	UR	0	3.83421	3.362	3.55756	3.12544	3.30679	2.97875	3.70228	3.1329	0
KY21.Chr8.819.v2.nonSL2-1			282	18	C	UR	0	1.8157	1.57728	1.85839	1.89103	2.45579	2.27476	3.08621	3.04083	0
KY21.Chr5.507.v1.nonSL3-1			283	23	C	UR	0	3.07213	2.5013	2.85715	2.6778	3.05809	2.72118	3.16521	2.94713	0
KY21.Chr7.939.v1.nonSL2-1			284	8	C	UR	0	0.873039	0.738692	0.898868	0.787186	1.10385	1.02319	1.30177	1.27339	0
KY21.Chr1.912.v1.SL1-1			285	4	C	UR	0	0.57387	0.463435	0.51809	0.410495	0.498254	0.438197	0.57416	0.52348	0
KY21.Chr12.669.v1.SL1-1			286	14	C	UR	0	1.81028	1.80365	2.03929	1.30947	1.5344	1.39379	2.11721	1.99188	0
KY21.Chr10.578.v2.SL2-1			287	1	C	UR	0	0.00031432	0.00013368	0.024241	0.053287	0.15226	0.14617	0.31468	0.30891	0
KY21.Chr6.251.v1.SL1-1			288	73	C	UR	0	10.5491	8.90639	9.78815	8.758	9.41693	8.61218	9.10291	7.86639	0
KY21.Chr7.1017.v1.SL1-1			289	12	C	UR	0	1.42423	1.20724	1.52253	1.11125	1.33194	2.1641	1.65176	1.58694	0
KY21.Chr1.2.v1.SL1-1			290	39	C	UR	0	5.01453	4.09575	5.00537	4.31696	5.02772	4.50997	5.9555	5.07413	0
KY21.Chr5.778.v1.nonSL1-1			291	6	C	UR	0	0.79295	0.72164	0.8202	0.72929	0.86029	0.643728	0.75856	0.67333	0
KY21.Chr1.1001.v1.SL1-1			292	15	C	UR	0	1.77061	1.47541	1.84235	1.6659	1.92901	1.8664	2.29295	2.15739	0
KY21.Chr1.2079.v1.SL1-1			293	29	C	UR	0	3.62799	3.15202	3.55099	3.28333	3.79833	3.43622	4.23421	3.91692	0
KY21.Chr2.322.v1.nonSL5-1			294	13	C	UR	0	1.89658	1.30848	1.7198	1.54391	1.67145	1.58887	1.67231	1.59859	0
KY21.Chr9.1025.v4.SL1-4			295	29	C	UR	0	3.23392	2.85955	3.32898	2.99807	3.54053	3.53786	4.7957	4.70533	0
KY21.Chr8.1066.v1.SL1-1			296	6	C	UR	0	0.72934	0.575697	0.713806	0.73874	0.81909	0.74171	0.88653	0.79513	0
KY21.Chr7.1217.v1.nonSL1-1			297	29	C	UR	0	3.58844	3.12815	3.39547	3.08006	3.68123	4.03905	4.28453	3.80299	0
KY21.Chr9.859.v2.nonSL2-3			298	10	C	UR	0	1.57265	1.28232	1.50947	1.08739	1.38124	1.16423	1.13969	0.862987	0
KY21.Chr1.129.v1.SL1-1			299	13	C	UR	0	1.49548	1.25097	1.493	1.22077	1.48635	1.598	2.33305	2.12239	0
KY21.Chr7.826.v1.SL1-1			300	39	C	UR	0	0.067472	0.067552	0.339774	0.417187	2.50125	6.73565	13.0271	15.844	0
KY21.Chr2.1280.v1.nonSL1-2			301	25	C	UR	0	2.59021	2.47338	3.14618	3.14355	4.53399	2.94565	3.11913	3.0479	0
KY21.Chr9.379.v2.SL1-1			301	7	C	UR	0	0.0424374	0.0663922	0.101051	0.221998	0.384619	1.14174	2.57379	2.46795	0
KY21.Chr14.296.v1.SL1-1			302	4	C	UR	0	0.0751378	0.0341598	0.0725611	0.0968366	0.082355	0.0908129	0.82778	2.72037	0
KY21.Chr1.229.v1.nonSL2-1			303	78	C	UR	0	10.8008	9.21855	10.1157	8.83759	9.9677	8.56037	10.9937	9.50558	0
KY21.Chr8.1152.v2.SL1-2			303	6	C	UR	0	0.637376	0.565726	0.646202	0.72861	0.84339	0.80937	0.96198	0.80735	0
KY21.Chr5.514.v1.SL1-1			304	13	C	UR	0	1.40415	1.26981	1.82723	1.33637	1.66302	1.41842	2.2179	1.86308	0
KY21.Chr10.100.v3.SL5-1			305	38	C	UR	0	2.97829	2.57206	3.07746	3.19441	3.78718	4.69957	7.82257	9.86838	0
KY21.Chr1.2198.v1.SL1-1			306	15	C	UR	0	1.61094	1.35469	1.78411	1.7538	2.00455	1.82833	2.50327	2.16032	0
KY21.Chr3.918.v1.SL1-1			307	4	C	UR	0	0.179528	0.168007	0.437098	0.6946	0.79776	0.50221	0.58797	0.63283	0
KY21.Chr8.849.v2.nonSL2-2			308	54	C	UR	0	6.93995	5.88103	7.03241	6.45623	7.26508	6.52532	7.05708	6.84295	0
KY21.Chr13.205.v1.SL1-1			309	5	C	UR	0	0.647716	0.51861	0.64872	0.518845	0.532375	0.574916	0.81381	0.745	0
KY21.Chr13.366.v1.SL3-1			310	12	C	UR	0	1.47981	1.29683	1.45883	1.44199	1.67713	1.51108	1.64881	1.48551	0
KY21.Chr1.626.v1.SL1-2			311	8	C	UR	0	0.921341	0.879324	1.0358	0.969902	1.09935	1.117	1.06599	0.911283	0
KY21.Chr3.525.v1.SL1-1			312	20	C	UR	0	2.23834	1.92672	2.32801	2.16186	2.40203	2.30537	3.34866	3.28899	0
KY21.Chr9.792.v2.SL1-1			313	22	C	UR	0	3.08127	2.85954	3.09538	2.55688	2.76903	2.46349	2.6333	2.54105	0
KY21.Chr1.1241.v2.SL1-1			314	26	C	UR	0	3.10869	2.6326	3.18859	3.22142	3.66373	3.30547	3.58947	3.28997	0
KY21.Chr4.557.v1.nonSL9-1			315	38	C	UR	0	4.82375	4.28619	4.73615	4.64332	4.79783	4.43367	5.28081	4.9982	0
KY21.Chr12.309.v1.SL1-1			316	4	C	UR	0	0.45308	0.44289	0.46675	0.45204	0.46768	0.45941	0.63267	0.62548	0
KY21.Chr2.374.v1.SL1-1			317	9	C	UR	0	0.921079	0.778033	1.09798	1.06763	1.32447	1.13778	1.47627	1.19675	0
KY21.Chr14.883.v1.nonSL3-1			318	85	C	UR	0	10.0125	8.67286	9.98255	9.84118	10.898	10.2238	12.7937	12.5754	0
KY21.Chr11.1189.v1.SL1-1			319	5	C	UR	0	0.528357	0.503478	0.538812	0.5689	0.68413	0.67653	0.77458	0.72523	0
KY21.Chr3.397.v1.SL1-1			320	21	C	UR	0	1.68955	1.25361	1.90998	1.8869	2.66806	3.01581	4.20188	4.37419	0
