ID_protein	gene	gene_name	PE	SV
tr|F6XUV4|F6XUV4_CIOIN	DNA (cytosine-5)-methyltransferase 1		PE=3	SV=2
tr|F6XUX1|F6XUX1_CIOIN	Branched-chain-amino-acid aminotransferase		PE=3	SV=2
tr|F6XWE7|F6XWE7_CIOIN	Serine/threonine-protein kinase PLK		PE=3	SV=2
tr|F6Y1Q3|F6Y1Q3_CIOIN	Elongator complex protein 3	LOC100182144	PE=3	SV=2
tr|F6Y7Q5|F6Y7Q5_CIOIN	Tyrosine 3-monooxygenase	th	PE=3	SV=2
tr|F6Y8C3|F6Y8C3_CIOIN	RNA cytidine acetyltransferase		PE=3	SV=2
tr|F6Y8H0|F6Y8H0_CIOIN	Putative 2'-deoxynucleoside 5'-phosphate N-hydrolase 1	LOC100180921	PE=3	SV=1
tr|F6YCG7|F6YCG7_CIOIN	Adenylate cyclase type 6		PE=3	SV=2
tr|F6YDP2|F6YDP2_CIOIN	E3 ubiquitin-protein ligase CBL		PE=4	SV=2
tr|F6YF45|F6YF45_CIOIN	U6 snRNA-associated Sm-like protein LSm4	LOC100184512	PE=3	SV=2
tr|F6YFG4|F6YFG4_CIOIN	ubiquitinyl hydrolase 1		PE=3	SV=2
tr|F6YFI7|F6YFI7_CIOIN	E3 ubiquitin-protein ligase RNF170	LOC100179858	PE=4	SV=1
tr|F6YGI4|F6YGI4_CIOIN	Tyrosine-protein phosphatase		PE=3	SV=2
tr|F6YHL8|F6YHL8_CIOIN	Folylpolyglutamate synthase		PE=3	SV=2
tr|F6YIE7|F6YIE7_CIOIN	receptor protein serine/threonine kinase	tgfbr-ia	PE=3	SV=2
tr|F6YK29|F6YK29_CIOIN	"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial"	LOC100184967	PE=3	SV=1
tr|F6YKJ2|F6YKJ2_CIOIN	"Phosphatidylinositol-3,5-bisphosphate 3-phosphatase"	LOC100182371	PE=3	SV=2
tr|F6YKR9|F6YKR9_CIOIN	RNA helicase	LOC100177581	PE=4	SV=2
tr|F6YLC1|F6YLC1_CIOIN	N-terminal amino-acid N(alpha)-acetyltransferase NatA	LOC100186199	PE=3	SV=1
tr|F6YLC8|F6YLC8_CIOIN	receptor protein-tyrosine kinase		PE=4	SV=2
tr|F6YLI3|F6YLI3_CIOIN	Phosphotransferase		PE=3	SV=2
tr|F6YND1|F6YND1_CIOIN	Phosphoglycerate kinase	LOC100182231	PE=3	SV=2
tr|F6YQL6|F6YQL6_CIOIN	RNA-splicing ligase RtcB homolog	LOC100176177	PE=3	SV=1
tr|F6YSM6|F6YSM6_CIOIN	Sugar phosphate phosphatase		PE=3	SV=2
tr|F6YU96|F6YU96_CIOIN	mRNA-capping enzyme	LOC100175699	PE=3	SV=2
tr|F6YV05|F6YV05_CIOIN	Guanylate cyclase	LOC100177156	PE=3	SV=2
tr|F6YXT8|F6YXT8_CIOIN	mRNA cap guanine-N7 methyltransferase	LOC100184027	PE=3	SV=1
tr|F6YYG7|F6YYG7_CIOIN	Glycine cleavage system P protein	LOC100176441	PE=3	SV=2
tr|F6YZZ7|F6YZZ7_CIOIN	Diacylglycerol kinase		PE=3	SV=2
tr|F6Z4G6|F6Z4G6_CIOIN	DNA replication licensing factor MCM3	LOC108950147	PE=3	SV=2
tr|F6Z5E6|F6Z5E6_CIOIN	"Lon protease homolog, mitochondrial"		PE=3	SV=2
tr|F6Z6E4|F6Z6E4_CIOIN	Vesicle transport v-SNARE N-terminal domain-containing protein		PE=3	SV=2
tr|F6Z6H7|F6Z6H7_CIOIN	DNA helicase	LOC100179894	PE=3	SV=2
tr|F6Z6J2|F6Z6J2_CIOIN	Purine nucleoside phosphorylase		PE=3	SV=2
tr|F6Z6Y7|F6Z6Y7_CIOIN	10-formyltetrahydrofolate dehydrogenase	LOC100184767	PE=3	SV=2
tr|F6Z743|F6Z743_CIOIN	Coatomer subunit beta	LOC100175227	PE=4	SV=2
tr|F6Z7C6|F6Z7C6_CIOIN	Katanin p80 WD40 repeat-containing subunit B1	KATNB1	PE=3	SV=2
tr|F6Z7E0|F6Z7E0_CIOIN	Katanin p80 WD40 repeat-containing subunit B1	KATNB1	PE=3	SV=2
tr|F6Z7S0|F6Z7S0_CIOIN	Delta-aminolevulinic acid dehydratase		PE=3	SV=2
tr|F6Z8U5|F6Z8U5_CIOIN	"3-hydroxyanthranilate 3,4-dioxygenase"		PE=3	SV=2
tr|F6ZA35|F6ZA35_CIOIN	Glycine amidinotransferase	LOC100186832	PE=3	SV=2
tr|F6ZA98|F6ZA98_CIOIN	Molybdopterin synthase catalytic subunit	LOC100183606	PE=3	SV=2
tr|F6ZB89|F6ZB89_CIOIN	receptor protein-tyrosine kinase	eph3	PE=4	SV=2
tr|F6ZF70|F6ZF70_CIOIN	Isocitrate dehydrogenase [NADP]		PE=3	SV=2
tr|F6ZFW2|F6ZFW2_CIOIN	Tyrosine aminotransferase	LOC100183684	PE=3	SV=2
tr|F6ZG18|F6ZG18_CIOIN	FERM domain-containing protein		PE=4	SV=2
tr|F6ZMT5|F6ZMT5_CIOIN	Stress-activated protein kinase JNK		PE=3	SV=2
tr|F6ZP25|F6ZP25_CIOIN	Phosphoacetylglucosamine mutase	LOC100184742	PE=3	SV=2
tr|F6ZRG6|F6ZRG6_CIOIN	Phospholipase A2	LOC100180840	PE=3	SV=2
tr|F6ZUV3|F6ZUV3_CIOIN	Polyprenol reductase		PE=3	SV=2
tr|F6ZVC5|F6ZVC5_CIOIN	receptor protein-tyrosine kinase		PE=4	SV=2
tr|F6ZVC8|F6ZVC8_CIOIN	Cytosolic Fe-S cluster assembly factor NUBP1 homolog	LOC100182393	PE=3	SV=2
tr|F6ZVE7|F6ZVE7_CIOIN	Hydroxymethylglutaryl-CoA synthase	LOC100175295	PE=3	SV=2
tr|F6ZVY0|F6ZVY0_CIOIN	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase		PE=3	SV=2
tr|F6ZX12|F6ZX12_CIOIN	"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial"	LOC100181830	PE=3	SV=1
tr|F6ZYB8|F6ZYB8_CIOIN	Sphingomyelin phosphodiesterase		PE=3	SV=2
tr|F6ZYU1|F6ZYU1_CIOIN	Glutathione S-transferase omega	LOC100179669	PE=3	SV=1
tr|F7A0D6|F7A0D6_CIOIN	Epoxide hydrolase		PE=3	SV=2
tr|F7A0P0|F7A0P0_CIOIN	Aurora kinase		PE=3	SV=2
tr|F7A1S8|F7A1S8_CIOIN	Adenylyltransferase and sulfurtransferase MOCS3 homolog		PE=3	SV=2
tr|F7A2B5|F7A2B5_CIOIN	Glutathione hydrolase	LOC100182976	PE=3	SV=2
tr|F7A2K6|F7A2K6_CIOIN	Glutathione hydrolase	LOC100182976	PE=3	SV=1
sp|F7A355|TRM5_CIOIN	tRNA (guanine(37)-N1)-methyltransferase		PE=3	SV=1
tr|F7A4H8|F7A4H8_CIOIN	"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial"	LOC100175858	PE=3	SV=2
tr|F7A4U1|F7A4U1_CIOIN	Fibroblast growth factor		PE=3	SV=2
tr|F7A9X0|F7A9X0_CIOIN	non-specific serine/threonine protein kinase		PE=4	SV=2
tr|F7AAA7|F7AAA7_CIOIN	Phosphatidylinositol 4-kinase type 2		PE=3	SV=2
tr|F7AAZ2|F7AAZ2_CIOIN	Kinesin-like protein	LOC100176606	PE=3	SV=2
tr|F7ACG4|F7ACG4_CIOIN	WH2 domain-containing protein		PE=3	SV=2
tr|F7ACM5|F7ACM5_CIOIN	Transcription initiation factor IIB	LOC100182343	PE=3	SV=1
tr|F7AKB5|F7AKB5_CIOIN	Serine/threonine-protein kinase ULK3		PE=3	SV=2
tr|F7AKG2|F7AKG2_CIOIN	DNA topoisomerase 2		PE=3	SV=2
tr|F7ANB6|F7ANB6_CIOIN	Tetratricopeptide repeat protein 30		PE=3	SV=2
tr|F7AP89|F7AP89_CIOIN	Phosphodiesterase		PE=3	SV=2
tr|F7ASX2|F7ASX2_CIOIN	ATP-dependent DNA helicase II subunit 2	zf(c2h2)-102	PE=3	SV=2
tr|F7AU99|F7AU99_CIOIN	Fibronectin type-II domain-containing protein		PE=3	SV=2
tr|F7AUJ3|F7AUJ3_CIOIN	DNA replication licensing factor MCM7	MCM7	PE=3	SV=2
tr|F7AUP3|F7AUP3_CIOIN	Glutathione S-transferase omega	LOC100176187	PE=3	SV=2
tr|F7AUQ0|F7AUQ0_CIOIN	Sodium channel protein		PE=3	SV=2
tr|F7AV59|F7AV59_CIOIN	Glutathione S-transferase omega		PE=3	SV=2
tr|F7AV79|F7AV79_CIOIN	Alkaline ceramidase		PE=3	SV=2
tr|F7AVB6|F7AVB6_CIOIN	Glutathione reductase		PE=3	SV=2
tr|F7AVN1|F7AVN1_CIOIN	"Lipoyl synthase, mitochondrial"		PE=3	SV=2
tr|F7AX08|F7AX08_CIOIN	Mitogen-activated protein kinase kinase kinase kinase 3		PE=3	SV=2
tr|F7AX97|F7AX97_CIOIN	Mitogen-activated protein kinase kinase kinase kinase 3		PE=3	SV=2
tr|F7AY96|F7AY96_CIOIN	Glutathione S-transferase omega		PE=3	SV=2
tr|F7AYB2|F7AYB2_CIOIN	"5-demethoxyubiquinone hydroxylase, mitochondrial"	LOC100177404	PE=3	SV=2
tr|F7AYB9|F7AYB9_CIOIN	"Aspartate--tRNA ligase, cytoplasmic"	LOC100186203	PE=3	SV=1
tr|F7AZ47|F7AZ47_CIOIN	Uncharacterized protein	n	PE=3	SV=2
tr|F7AZI8|F7AZI8_CIOIN	Cyclin-dependent kinase 7	LOC100182642	PE=3	SV=2
tr|F7B040|F7B040_CIOIN	Serine/threonine-protein kinase PRP4 homolog	LOC100182715	PE=3	SV=1
tr|F7B363|F7B363_CIOIN	NAD(P)H oxidase (H2O2-forming)		PE=3	SV=1
tr|F7B383|F7B383_CIOIN	"Ubiquinone biosynthesis O-methyltransferase, mitochondrial"	LOC100180451	PE=3	SV=1
tr|F7B4T0|F7B4T0_CIOIN	NUDE domain-containing protein		PE=3	SV=2
tr|F7B5B2|F7B5B2_CIOIN	Mannose-6-phosphate isomerase	LOC100179626	PE=3	SV=2
tr|F7B5Q2|F7B5Q2_CIOIN	"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial"		PE=3	SV=2
tr|F7B5Z4|F7B5Z4_CIOIN	Phospholipase A2	LOC100184455	PE=3	SV=1
tr|F7B6E8|F7B6E8_CIOIN	Bifunctional purine biosynthesis protein ATIC	LOC100178564	PE=3	SV=2
tr|F7B7H5|F7B7H5_CIOIN	Catalase		PE=3	SV=2
tr|F7B997|F7B997_CIOIN	"Dynamin-like 120 kDa protein, mitochondrial"		PE=4	SV=2
tr|F7BA18|F7BA18_CIOIN	DNA replication licensing factor MCM5		PE=3	SV=1
tr|F7BGS1|F7BGS1_CIOIN	Vesicle transport through interaction with t-SNAREs homolog 1B	LOC100184004	PE=4	SV=2
tr|F7BHG2|F7BHG2_CIOIN	Inhibitor of growth protein	LOC100183795	PE=3	SV=1
tr|F7BKT8|F7BKT8_CIOIN	Coatomer subunit beta'	LOC100178403	PE=3	SV=2
tr|F7BL51|F7BL51_CIOIN	Adenylosuccinate lyase		PE=3	SV=2
tr|F7BME9|F7BME9_CIOIN	Bis(5'-adenosyl)-triphosphatase	LOC100175152	PE=4	SV=1
tr|F7BMR9|F7BMR9_CIOIN	O-phosphoseryl-tRNA(Sec) selenium transferase	LOC100178161	PE=3	SV=2
tr|F7BMU6|F7BMU6_CIOIN	beta-N-acetylhexosaminidase		PE=3	SV=2
tr|F7BPJ6|F7BPJ6_CIOIN	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase		PE=3	SV=2
tr|H2XJF2|H2XJF2_CIOIN	Phosphatidylinositol 3-kinase catalytic subunit type 3		PE=3	SV=1
tr|H2XJF4|H2XJF4_CIOIN	Serine hydroxymethyltransferase	LOC100187164	PE=3	SV=1
tr|H2XJU0|H2XJU0_CIOIN	Ribosomal protein S6 kinase		PE=3	SV=1
tr|H2XK38|H2XK38_CIOIN	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase		PE=3	SV=1
tr|H2XK60|H2XK60_CIOIN	"Isovaleryl-CoA dehydrogenase, mitochondrial"	LOC100181405	PE=3	SV=1
tr|H2XK79|H2XK79_CIOIN	ADP/ATP translocase		PE=3	SV=1
tr|H2XKD1|H2XKD1_CIOIN	Phosphotransferase		PE=3	SV=1
tr|H2XKE2|H2XKE2_CIOIN	E3 ubiquitin-protein ligase		PE=3	SV=1
tr|H2XLX9|H2XLX9_CIOIN	Cyanocobalamin reductase / alkylcobalamin dealkylase		PE=3	SV=1
tr|H2XM66|H2XM66_CIOIN	E3 ubiquitin protein ligase		PE=3	SV=1
tr|H2XME2|H2XME2_CIOIN	Anamorsin homolog		PE=3	SV=1
tr|H2XMX0|H2XMX0_CIOIN	Alkaline ceramidase		PE=3	SV=1
tr|H2XN21|H2XN21_CIOIN	"Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase"		PE=3	SV=1
tr|H2XND2|H2XND2_CIOIN	"Beta-1,4-glucuronyltransferase 1"	LOC100183936	PE=3	SV=1
tr|H2XNI4|H2XNI4_CIOIN	Cytochrome b-245 light chain	LOC100182370	PE=3	SV=1
tr|H2XNP4|H2XNP4_CIOIN	Tyrosine-protein kinase receptor	LOC778651	PE=3	SV=1
tr|H2XNW6|H2XNW6_CIOIN	Dihydrofolate reductase	LOC100182410	PE=3	SV=1
tr|H2XP03|H2XP03_CIOIN	Alkaline ceramidase		PE=3	SV=1
tr|H2XPA9|H2XPA9_CIOIN	Androgen-dependent TFPI-regulating protein		PE=3	SV=1
tr|H2XPG3|H2XPG3_CIOIN	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase		PE=3	SV=1
tr|H2XPL3|H2XPL3_CIOIN	Drebrin-like a		PE=3	SV=1
tr|H2XPZ6|H2XPZ6_CIOIN	Alkaline phosphatase	LOC100176917	PE=3	SV=1
tr|H2XQB4|H2XQB4_CIOIN	Carboxylesterase type B domain-containing protein		PE=3	SV=1
tr|H2XQS5|H2XQS5_CIOIN	Peroxiredoxin-6		PE=3	SV=1
tr|H2XQX6|H2XQX6_CIOIN	Tubulin gamma chain	LOC100187279	PE=3	SV=1
tr|H2XRP2|H2XRP2_CIOIN	Calcium-transporting ATPase	LOC100185912	PE=3	SV=1
tr|H2XS20|H2XS20_CIOIN	ATP-dependent RNA helicase	LOC100175182	PE=3	SV=1
tr|H2XS68|H2XS68_CIOIN	ADP/ATP translocase		PE=3	SV=1
tr|H2XSH4|H2XSH4_CIOIN	Calcium-transporting ATPase	LOC100180638	PE=3	SV=1
tr|H2XSL3|H2XSL3_CIOIN	E3 ubiquitin-protein ligase		PE=3	SV=1
tr|H2XTM5|H2XTM5_CIOIN	DNA repair protein	LOC100181925	PE=3	SV=1
tr|H2XTR7|H2XTR7_CIOIN	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase		PE=3	SV=1
tr|H2XUD0|H2XUD0_CIOIN	Phosphotransferase		PE=3	SV=1
tr|H2XUE4|H2XUE4_CIOIN	serine--tRNA ligase	LOC100183239	PE=3	SV=1
tr|H2XUG5|H2XUG5_CIOIN	MoaB/Mog domain-containing protein		PE=3	SV=1
tr|H2XUH7|H2XUH7_CIOIN	RING-type E3 ubiquitin transferase		PE=4	SV=1
tr|H2XUY9|H2XUY9_CIOIN	Hedgehog protein		PE=3	SV=1
tr|H2XVV3|H2XVV3_CIOIN	ADP/ATP translocase		PE=3	SV=1
tr|H2XWF2|H2XWF2_CIOIN	NAD-dependent protein deacylase		PE=3	SV=1
tr|H2XWV8|H2XWV8_CIOIN	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase		PE=3	SV=1
tr|H2XWZ0|H2XWZ0_CIOIN	Replication protein A subunit	LOC100182514	PE=3	SV=1
tr|H2XWZ3|H2XWZ3_CIOIN	Putative rRNA methyltransferase		PE=3	SV=1
tr|H2XX32|H2XX32_CIOIN	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase	uglcat2l	PE=3	SV=1
tr|H2XXW3|H2XXW3_CIOIN	molybdopterin adenylyltransferase		PE=3	SV=1
tr|H2XXZ7|H2XXZ7_CIOIN	Glyceraldehyde-3-phosphate dehydrogenase	LOC100186457	PE=3	SV=1
tr|H2XY27|H2XY27_CIOIN	"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial"		PE=3	SV=1
tr|H2XY38|H2XY38_CIOIN	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase	LOC100181653	PE=3	SV=1
tr|H2XYE0|H2XYE0_CIOIN	Aldose 1-epimerase	LOC100180579	PE=3	SV=1
tr|H2XYE1|H2XYE1_CIOIN	5-aminolevulinate synthase		PE=3	SV=1
tr|H2XYN2|H2XYN2_CIOIN	Katanin p60 ATPase-containing subunit A-like 2	LOC100184384	PE=3	SV=1
tr|H2XYT3|H2XYT3_CIOIN	tRNA (guanine-N(7)-)-methyltransferase	LOC100180383	PE=3	SV=1
tr|H2XZL8|H2XZL8_CIOIN	Small nuclear ribonucleoprotein Sm D1		PE=3	SV=1
tr|H2XZZ5|H2XZZ5_CIOIN	Phospholipid-transporting ATPase		PE=3	SV=1
tr|H2Y0D5|H2Y0D5_CIOIN	Adenine phosphoribosyltransferase	LOC100186031	PE=3	SV=1
tr|H2Y0I8|H2Y0I8_CIOIN	Ragulator complex protein LAMTOR1	LOC100181499	PE=3	SV=1
tr|H2Y0T7|H2Y0T7_CIOIN	"Alpha-(1,6)-fucosyltransferase"	fut8	PE=3	SV=1
tr|H2Y169|H2Y169_CIOIN	Septin		PE=3	SV=1
tr|H2Y1A0|H2Y1A0_CIOIN	BRISC and BRCA1-A complex member 2		PE=3	SV=1
tr|H2Y1G0|H2Y1G0_CIOIN	Methionine synthase	LOC100179361	PE=3	SV=1
tr|H2Y1H7|H2Y1H7_CIOIN	"Phosphatidate cytidylyltransferase, mitochondrial"		PE=3	SV=1
tr|H2Y1Z9|H2Y1Z9_CIOIN	Alanine--tRNA ligase	LOC100185883	PE=3	SV=1
tr|H2Y2G2|H2Y2G2_CIOIN	Vinculin	LOC100185663	PE=3	SV=1
tr|H2Y2K5|H2Y2K5_CIOIN	ATP-dependent DNA helicase		PE=3	SV=1
tr|H2Y2S0|H2Y2S0_CIOIN	Sodium channel protein		PE=3	SV=1
tr|I6L212|I6L212_CIOIN	S-methyl-5'-thioadenosine phosphorylase		PE=3	SV=1
tr|I6L728|I6L728_CIOIN	tRNA (guanine(37)-N1)-methyltransferase		PE=3	SV=1
tr|I6L7H7|I6L7H7_CIOIN	tRNA (guanine(37)-N1)-methyltransferase		PE=3	SV=1
sp|O76808|SUH_CIOIN	Suppressor of hairless homolog	Su(H)	PE=2	SV=1
sp|P16240|CION_CIOIN	Cionin		PE=1	SV=2
sp|Q07068|TPM1_CIOIN	"Tropomyosin, smooth muscle/fibroblast CTM1"	CTM1	PE=2	SV=1
tr|Q1RL58|Q1RL58_CIOIN	DNA ligase (Fragment)	Ci-ZF(PARP)-2	PE=2	SV=1
tr|Q1RLG4|Q1RLG4_CIOIN	tRNA-dihydrouridine(47) synthase [NAD(P)(+)]	Ci-ZF(C3H)-5	PE=2	SV=1
tr|Q1RPU6|Q1RPU6_CIOIN	DNA-directed RNA polymerase subunit	Ci-RP-2	PE=2	SV=1
tr|Q1RPW1|Q1RPW1_CIOIN	Palmitoyltransferase	Ci-ZF(DHHC)-1	PE=2	SV=1
tr|Q4H2Q1|Q4H2Q1_CIOIN	receptor protein serine/threonine kinase	Ci-Tgfbr-Ib	PE=2	SV=1
sp|Q4H2R2|SSRP1_CIOIN	FACT complex subunit SSRP1	SSRP1	PE=2	SV=1
tr|Q4H2T4|Q4H2T4_CIOIN	Mothers against decapentaplegic homolog	Ci-Smad4	PE=2	SV=1
tr|Q4H2T5|Q4H2T5_CIOIN	Mothers against decapentaplegic homolog	Ci-Smad2/3b	PE=2	SV=1
tr|Q4H2T6|Q4H2T6_CIOIN	Mothers against decapentaplegic homolog	Ci-Smad2/3a	PE=2	SV=1
tr|Q4H358|Q4H358_CIOIN	Mitogen-activated protein kinase	Ci-Nemo-Like	PE=2	SV=1
tr|Q4H3L5|Q4H3L5_CIOIN	Mitogen-activated protein kinase	Ci-ERK1/2	PE=2	SV=1
sp|Q4H3N8|ENY2_CIOIN	Transcription and mRNA export factor ENY2	ENY2	PE=3	SV=1
tr|Q4VYB1|Q4VYB1_CIOIN	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase	uglcat1	PE=2	SV=1
tr|Q5SE06|Q5SE06_CIOIN	Elongation of very long chain fatty acids protein	elo	PE=2	SV=1
tr|Q7YT72|Q7YT72_CIOIN	Rac and Cdc42-like 2 protein	rcl2	PE=2	SV=1
tr|Q7YT73|Q7YT73_CIOIN	Rac and Cdc42-like 1 protein	rcl1	PE=2	SV=1
tr|Q7YT74|Q7YT74_CIOIN	Rac5 protein	LOC448958	PE=2	SV=1
tr|Q7YT79|Q7YT79_CIOIN	Rac1 protein	LOC445702	PE=2	SV=1
tr|Q7YXB3|Q7YXB3_CIOIN	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase	uglcat2	PE=2	SV=1
tr|Q8HIM9|Q8HIM9_CIOIN	Cytochrome c oxidase subunit 1	COI	PE=3	SV=1
sp|Q8T888|DNAL1_CIOIN	Dynein axonemal light chain 1	DNAL1	PE=2	SV=1
tr|Q8T893|Q8T893_CIOIN	Calaxin	CALX	PE=1	SV=1
sp|Q95YJ5|TXND3_CIOIN	Thioredoxin domain-containing protein 3 homolog	CiIC3	PE=2	SV=1
tr|Q9NL43|Q9NL43_CIOIN	[tau protein] kinase	CiGSK	PE=2	SV=1
tr|A0A1W2VZT1|A0A1W2VZT1_CIOIN	60S ribosomal protein L26	LOC100175749	PE=3	SV=1
tr|A0A1W2W1I3|A0A1W2W1I3_CIOIN	Pyridoxal 5'-phosphate synthase subunit SNZERR	LOC100179166	PE=3	SV=1
tr|A0A1W2W3E0|A0A1W2W3E0_CIOIN	Tropomyosin	LOC100185771	PE=3	SV=1
tr|A0A1W2W3I8|A0A1W2W3I8_CIOIN	Synaptotagmin-1-like	LOC100184108	PE=4	SV=1
tr|A0A1W2W5N9|A0A1W2W5N9_CIOIN	TBC1 domain family member 23	LOC100184699	PE=4	SV=1
tr|A0A1W2W635|A0A1W2W635_CIOIN	AP complex subunit sigma	LOC100179571	PE=3	SV=1
tr|A0A1W2W6D8|A0A1W2W6D8_CIOIN	Tyrosine-protein kinase	LOC100184799	PE=3	SV=1
tr|A0A1W2W6U9|A0A1W2W6U9_CIOIN	Caveolin	LOC100177697	PE=3	SV=1
tr|A0A1W2W7E4|A0A1W2W7E4_CIOIN	"39S ribosomal protein L13, mitochondrial-like"	LOC100187383	PE=3	SV=1
tr|A0A1W2W835|A0A1W2W835_CIOIN	"alpha-1,2-Mannosidase"	LOC494394	PE=3	SV=1
tr|A0A1W2W8I4|A0A1W2W8I4_CIOIN	Large ribosomal subunit protein uL22	LOC100184404	PE=3	SV=1
tr|A0A1W2W8J9|A0A1W2W8J9_CIOIN	Heme transporter HRG1	LOC100178735	PE=3	SV=1
tr|A0A1W2W8Q4|A0A1W2W8Q4_CIOIN	ER membrane protein complex subunit 4	LOC100179818	PE=3	SV=1
tr|A0A1W2WEW7|A0A1W2WEW7_CIOIN	40S ribosomal protein S5	LOC100186730	PE=3	SV=1
tr|A0A1W2WF05|A0A1W2WF05_CIOIN	Ubiquitin-like-conjugating enzyme ATG3	LOC100186746	PE=3	SV=1
tr|A0A1W2WFB7|A0A1W2WFB7_CIOIN	Protein kinase C and casein kinase substrate in neurons protein 2	LOC100182865	PE=4	SV=1
tr|A0A1W2WFK8|A0A1W2WFK8_CIOIN	Aldose reductase-like	LOC100176226	PE=3	SV=1
tr|A0A1W2WG08|A0A1W2WG08_CIOIN	Exoribonuclease phosphorolytic domain-containing protein		PE=4	SV=1
tr|A0A1W2WGY3|A0A1W2WGY3_CIOIN	H(+)-transporting two-sector ATPase	LOC100184809	PE=3	SV=1
tr|A0A1W2WHR9|A0A1W2WHR9_CIOIN	Ras-related protein Rab-18	LOC100185576	PE=4	SV=1
tr|A0A1W2WHY7|A0A1W2WHY7_CIOIN	Large ribosomal subunit protein eL31	LOC100180716	PE=3	SV=1
tr|A0A1W2WI04|A0A1W2WI04_CIOIN	Small ribosomal subunit protein eS19	LOC100186249	PE=3	SV=1
tr|A0A1W2WI90|A0A1W2WI90_CIOIN	Mitochondrial import receptor subunit TOM40 homolog	LOC100178867	PE=3	SV=1
tr|A0A1W2WIY7|A0A1W2WIY7_CIOIN	Ubiquitin-conjugating enzyme E2-17 kDa	LOC100183458	PE=3	SV=1
tr|A0A1W2WJD9|A0A1W2WJD9_CIOIN	Metaxin-1-like	LOC100175733	PE=3	SV=1
tr|A0A1W2WJR0|A0A1W2WJR0_CIOIN	Sequestosome-1	LOC100184598	PE=4	SV=1
tr|A0A1W2WK21|A0A1W2WK21_CIOIN	Phorbol-ester/DAG-type domain-containing protein		PE=3	SV=1
tr|A0A1W2WKH9|A0A1W2WKH9_CIOIN	Mediator of RNA polymerase II transcription subunit 29	LOC100183333	PE=3	SV=1
tr|A0A1W2WKI9|A0A1W2WKI9_CIOIN	Ubiquitin-ribosomal protein eL40 fusion protein	LOC100185384	PE=3	SV=1
tr|A0A1W2WKR4|A0A1W2WKR4_CIOIN	Tubulin beta chain	LOC101242512	PE=3	SV=1
tr|A0A1W2WKT4|A0A1W2WKT4_CIOIN	Small ribosomal subunit protein uS4	LOC100184857	PE=3	SV=1
tr|A0A1W2WKU4|A0A1W2WKU4_CIOIN	Actin-related protein 2/3 complex subunit 5	LOC100185040	PE=3	SV=1
tr|A0A1W2WL76|A0A1W2WL76_CIOIN	Sugar transporter SWEET	LOC101243376	PE=3	SV=1
tr|A0A1W2WLM4|A0A1W2WLM4_CIOIN	Choline dehydrogenase	LOC100183857	PE=3	SV=1
tr|A0A1W2WM83|A0A1W2WM83_CIOIN	40S ribosomal protein S26	LOC100180455	PE=3	SV=1
tr|A0A1W2WML0|A0A1W2WML0_CIOIN	PCNA-associated factor	LOC100182832	PE=4	SV=1
tr|A0A1W2WP01|A0A1W2WP01_CIOIN	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1	LOC100186610	PE=3	SV=1
tr|A0A1W2WP07|A0A1W2WP07_CIOIN	60S ribosomal protein L18	LOC100179092	PE=3	SV=1
tr|A0A1W2WQ35|A0A1W2WQ35_CIOIN	Large ribosomal subunit protein uL2	LOC100185367	PE=3	SV=1
tr|A0A1W3JBG0|A0A1W3JBG0_CIOIN	ATP synthase subunit beta	LOC100177133	PE=3	SV=1
tr|A0A1W3JC90|A0A1W3JC90_CIOIN	Nuclear receptor	ror	PE=3	SV=1
tr|A0A1W3JD12|A0A1W3JD12_CIOIN	Peroxisomal membrane protein PEX14	LOC100180448	PE=3	SV=1
tr|A0A1W3JEA6|A0A1W3JEA6_CIOIN	Histone-binding protein RBBP4	LOC104265886	PE=4	SV=1
tr|A0A1W3JEY8|A0A1W3JEY8_CIOIN	60S acidic ribosomal protein P0	LOC100180640	PE=3	SV=1
tr|A0A1W3JF81|A0A1W3JF81_CIOIN	Histone H2A	LOC100175631	PE=3	SV=1
tr|A0A1W3JF95|A0A1W3JF95_CIOIN	Large ribosomal subunit protein bL17m	LOC100184616	PE=3	SV=1
tr|A0A1W3JFF0|A0A1W3JFF0_CIOIN	Gamma-carboxyglutamic acid protein 1	gla1	PE=4	SV=1
